customer_id,first_name,last_name,email,age,gender,state,zip_code,signup_date,last_purchase_date,education_level,income,total_purchases,total_spent,avg_order_value,favorite_category,satisfaction_score,loyalty_program,days_since_last_purchase,discount_usage_rate,customer_comments,has_churned
CUST_005646,charlie,JACKSON,charlie.jackson@example.com,29,Female,MI,14726,08/08/2022,02/05/2023,Bachelors,58268.48749963539,11,222.37676208873899,20.216069280794454,Home,4,No,330,0.2926948050722442,Loved the product,False
CUST_008650,  Judy ,WHITE,judy.white@example.com,21,Female,NY,96214,2020-07-25,27-12-2020,High School,null,2,17.601827383921542,8.800913691960771,Home,4,No,1100,0.966100962067265,Never arrived,False
CUST_005180,VICTOR,MOORE,victor.moore@example.com,31,Male,IL,18288,01/20/2022,2022-04-13,Bachelors,70992.44465851512,3,70.61717831775961,23.539059439253204,Clothing,5,Yes,628,0.7205811641589426,Shipping was late,False
CUST_003913,  Mallory ,Thomas,NA,71,Female,PA,86326,2022-05-10,06-08-2022,Bachelors,NA,3,49.27928671924587,16.42642890641529,Beauty,4,No,513,0.7567380201378202,Loved the product,False
CUST_005789,Alice,Davis,alice.davis@example.com,33,-,OH,25776,2021-09-06,10/05/2021,Masters,76598.74167667466,5,234.34756330033568,46.86951266006714,Beauty,-,No,818,0.6050015257371315,null,False
CUST_006840,Peggy,ANDERSON,peggy.anderson@example.com,30,Female,NC,14813,27-06-2021,2022-02-16,Bachelors,50589.41075132262,4,100.8188582080206,25.20471455200515,Sports,4,NA,684,0.034496495169487384,Average,False
CUST_003937,JANE,Jackson,jane.jackson@example.com,43,Male,MI,65923,2021-08-14,08-05-2022,High School,None,10,376.8339983420327,37.68339983420327,Home,3,No,603,0.5479096552916383,,False
CUST_002592,HEIDI,  Harris ,heidi.harris@example.com,39,Male,OH,85088,01-06-2020,01-01-2021,,73478.27671733109,9,655.060428973266,72.78449210814067,Home,5,Yes,1095,0.22845255555703625,Shipping was late,False
CUST_003879,VICTOR,MILLER,victor.miller@example.com,52,Female,MI,52964,22-10-2021,05-09-2022,High School,38890.98224796907,10,782307.4553828521,102.839149410067,Home,2,No,483,0.6538207456045453,-,False
CUST_000685,John,JACKSON,john.jackson@example.com,32,Female,CA,61645,2021-12-03,17-06-2022,Bachelors,80916.37029678522,7,448.1740183385839,64.02485976265484,Electronics,5,No,563,0.1351878156275964,Never arrived,False
CUST_000057,Sybil,White,sybil.white@example.com,18,Male,NY,57400,16-01-2022,2023-01-30,High School,None,14,263.91253751725895,18.850895536947068,Home,4,No,336,0.07294249458018687,Customer support was helpful,False
CUST_009773,peggy,Thomas,peggy.thomas@example.com,28,None,MI,94661,2020-08-11,2021-05-25,Masters,73973.17730857141,5,247.98003375428198,49.5960067508564,Clothing,2,Yes,951,0.44290440348356885,Average,False
CUST_005022,Peggy,Williams,peggy.williams@example.com,50,Female,IL,91338,01-06-2021,12/12/2021,Masters,92250.24170097863,2,168.2773466549815,84.13867332749075,Clothing,2,No,750,0.04299743475727191,Okay,True
CUST_003692,bob,Miller,bob.miller@example.com,25,None,NY,69424,02-07-2021,27-01-2022,High School,43157.49559490358,1,11.648646028406745,11.648646028406745,Clothing,2,No,704,0.34053008855260647,Terrible experience,False
CUST_000732,John,  Thomas ,john.thomas@example.com,44,Female,PA,70952,24-06-2020,11/20/2020,Masters,53387.45850007303,11,415.0443607208564,37.73130552007785,Sports,,null,1137,0.9617026195069049,Okay,False
CUST_008057,Victor,  Thomas ,victor.thomas@example.com,37,Male,PA,94498,2020-06-08,09/08/2020,Bachelors,47897.096220998705,4,161.0043220697833,40.25108051744583,Sports,2,Yes,1210,0.8576592430848101,Average,False
CUST_002843,  John ,harris,john.harris@example.com,45,Male,PA,61987,10/09/2021,2022-05-10,PhD,123516.36259004305,7,316.4112640964007,45.20160915662868,Beauty,2,No,601,0.808060462817641,Shipping was late,False
CUST_004902,  Charlie ,Jackson,charlie.jackson@example.com,29,Other,PA,87176,2021-05-30,2021-11-19,High School,37850.20826812023,3,140.0881474103135,46.696049136771165,Clothing,5,No,773,0.42542225912638465,Average,False
CUST_008579,Alice,Wilson,alice.wilson@example.com,36,Female,CA,96430,06/24/2021,03-11-2021,High School,33693.67609166574,7,893.4641220957143,127.63773172795918,Clothing,4,Yes,789,0.5834196423302512,Okay,False
CUST_000744,Mallory,  Thomas ,N/A,44,-,CA,50888,22-07-2020,2021-01-12,Bachelors,46388.16832033634,11,176.00735964682195,16.000669058801996,Sports,,No,1084,0.5231429389802399,Shipping was late,False
CUST_009257,Frank,taylor,frank.taylor@example.com,41,Female,,20031,11/13/2021,2022-07-26,High School,48478.35506854096,5,245.67968922915097,49.13593784583019,Home,4,No,524,0.8883590298369745,-,False
CUST_008200,Eve,  Miller ,eve.miller@example.com,43,,TX,68224,2020-08-08,10-04-2021,Masters,,2,53.259421599659305,26.629710799829653,Home,5,No,996,0.7980720817798016,None,False
CUST_001381,  Diana ,Moore,diana.moore@example.com,67,Male,NY,37801,04-04-2020,07/20/2020,High School,NA,4,78.08272827920952,19.52068206980238,Clothing,4,Yes,1260,0.203119507485215,Customer support was helpful,False
CUST_007094,Diana,Harris,diana.harris@example.com,52,Male,NC,54399,2020-07-11,17-11-2020,PhD,137044.11476396085,1,8.850796354538014,8.850796354538014,Clothing,None,Yes,1140,0.018284417591771907,,False
CUST_009192,  Bob ,  Smith ,bob.smith@example.com,50,-,GA,95729,06/06/2020,07/26/2020,Bachelors,66099.76398054406,1,34.81434817273171,34.81434817273171,Sports,3,No,1254,0.37903425988626493,NA,False
CUST_009193,Sybil,thomas,sybil.thomas@example.com,55,N/A,FL,30202,13-03-2020,06/21/2020,Bachelors,27669.594386490884,6,388.327682985431,64.72128049757184,Sports,3,,1289,0.8108201229673301,NA,False
CUST_004469,Grace,williams,grace.williams@example.com,30,Female,OH,88647,26-12-2021,08-06-2022,Bachelors,57371.29565643929,5,359.74149281040764,71.94829856208153,Home,4,No,572,0.549465958348617,Average,True
CUST_009350,Diana,WHITE,diana.white@example.com,58,Male,NC,25264,2022-04-01,2022-06-27,High School,52444.83591099597,6,140.04469609606377,23.340782682677293,Clothing,,Yes,553,0.5184307452058922,Will buy again,True
CUST_008852,mallory,WILLIAMS,mallory.williams@example.com,40,Female,FL,28993,03/01/2021,02/08/2022,High School,38224.99852269807,1,16.591478664525162,16.591478664525162,Toys,2,No,692,0.10092768696846133,,True
CUST_009116,Mallory,Johnson,mallory.johnson@example.com,43,Female,GA,36703,15-11-2020,04/02/2021,High School,56302.52206990762,1,91.4697092021752,91.4697092021752,Home,4,No,1004,0.3271349826250737,None,False
CUST_005821,Alice,thomas,alice.thomas@example.com,41,Male,NC,46651,2021-02-21,24-11-2021,Bachelors,47061.554644263095,1,45.14751755205804,45.14751755205804,Sports,5,No,768,0.4294730770512307,Loved the product,False
CUST_003975,jane,  Jones ,jane.jones@example.com,34,Female,OH,55093,2020-04-05,2020-10-20,High School,28612.729414607024,9,372.93448140398255,41.43716460044251,Sports,5,No,1168,0.590197183989638,Terrible experience,False
CUST_002703,Sybil,  Jackson ,sybil.jackson@example.com,56,Male,MI,55582,12/22/2021,29-12-2022,High School,57474.899764533024,7,259.65781430125287,37.093973471607555,Beauty,3,No,368,0.6771387706617188,None,False
CUST_001240,ALICE,Johnson,alice.johnson@example.com,56,Female,PA,48696,22-03-2020,12/24/2020,Bachelors,44895.13606416229,1,30.30819764007789,30.30819764007789,Beauty,,No,1103,0.5819741012827644,Shipping was late,True
CUST_008712,SYBIL,WILLIAMS,sybil.williams@example.com,35,Male,NC,49309,08/03/2020,2021-06-12,Masters,92546.17225859413,15,526.1603046070568,35.077353640470456,Toys,-,No,933,0.6445384935359787,Average,False
CUST_002358,Eve,Taylor,eve.taylor@example.com,46,NA,PA,27961,02/13/2020,06/05/2020,High School,45360.05936761137,1,33.54236126543588,33.54236126543588,Electronics,4,No,1305,0.08551139579585076,Average,False
CUST_009783,HEIDI,  Davis ,heidi.davis@example.com,66,Female,NY,94399,2021-08-10,10/09/2021,High School,N/A,1,24.78705753364519,24.78705753364519,Home,4,No,814,0.5937215511877881,Okay,False
CUST_006101,heidi,Smith,heidi.smith@example.com,36,Female,PA,11653,08/11/2021,25-10-2021,Bachelors,80456.13446306792,3,65.59917534352446,21.866391781174823,Home,3,No,798,0.09047516248207876,-,False
CUST_004800,Alice,anderson,alice.anderson@example.com,43,,NY,83183,2020-01-16,2021-01-11,High School,38720.6630779222,2,30.321045052311245,15.160522526155622,Beauty,5,No,1085,0.9650551247064337,Will buy again,True
CUST_009660,JUDY,DAVIS,judy.davis@example.com,26,Male,TX,65796,2020-11-18,2021-04-06,High School,44316.58252089749,28,363.31952889143656,12.975697460408448,Toys,4,Yes,1000,0.4967789107987861,Average,False
CUST_004240,grace,white,grace.white@example.com,41,None,CA,72236,17-10-2020,10/18/2020,Bachelors,90815.99417502986,3,66.48419230311107,22.161397434370357,Home,4,No,1170,0.853689854679099,Great service,True
CUST_007514,ALICE,  Williams ,alice.williams@example.com,20,Female,FL,96062,2022-01-19,28-10-2022,Bachelors,null,25,280.5216815993016,11.220867263972064,Clothing,1,No,430,0.21827607408156813,Terrible experience,False
CUST_005727,Charlie,  Smith ,charlie.smith@example.com,48,Female,NC,54825,2021-07-23,05/22/2022,Bachelors,72066.36763391926,24,1264.5214972761257,52.688395719838574,Clothing,3,Yes,589,0.19471381032089907,None,False
CUST_001822,EVE,williams,eve.williams@example.com,19,Female,TX,,01/20/2022,23-03-2022,Bachelors,null,2,101.42160204588892,50.71080102294446,Clothing,4,N/A,649,0.38888954522966257,Will buy again,False
CUST_004673,peggy,williams,peggy.williams@example.com,40,Male,NC,24943,01/23/2022,12/29/2022,High School,44728.35004841656,7,357.5683785686367,51.08119693837668,Home,2,No,368,0.043290564725731784,Terrible experience,False
CUST_003458,charlie,  Brown ,charlie.brown@example.com,67,Male,PA,52217,26-02-2022,2022-04-05,Bachelors,,1,19.899237146967117,19.899237146967117,Home,2,No,636,0.6868226774544224,Great service,True
CUST_008892,DIANA,  Thomas ,diana.thomas@example.com,46,Male,OH,45918,05/26/2020,06/19/2020,Bachelors,61174.02769590309,1,36.96544941396394,36.96544941396394,Clothing,4,No,1291,0.11472474562833523,Customer support was helpful,False
CUST_003810,VICTOR,WHITE,victor.white@example.com,29,Female,FL,50306,2021-07-20,2021-10-30,High School,None,4,217.1041086164278,54.27602715410695,Home,5,Yes,793,0.8429771153573113,-,False
CUST_004089,jane,Wilson,jane.wilson@example.com,22,Male,NY,93839,07/13/2021,26-06-2022,Masters,-,10,1554.2320267733603,155.42320267733604,Home,3,Yes,554,0.19037248018193687,,False
CUST_005945,sybil,Johnson,sybil.johnson@example.com,30,Female,TX,62037,21-02-2021,02/16/2022,High School,30962.65093079807,2,92.79387431001315,46.396937155006576,Home,5,Yes,684,0.6420280475010851,None,False
CUST_004899,victor,  Davis ,victor.davis@example.com,43,Male,TX,16094,2021-03-28,2022-03-25,Bachelors,50822.7402128212,4,211.89484094905373,52.97371023726343,Beauty,1,Yes,647,0.07825260156876457,,False
CUST_003416,IVAN,SMITH,ivan.smith@example.com,39,Female,NY,44447,05/29/2021,2022-04-05,PhD,105900.25293190732,4,50.28588395770369,12.571470989425922,Beauty,4,No,636,0.8771137367435595,Customer support was helpful,False
CUST_000101,Peggy,Jones,peggy.jones@example.com,53,Male,PA,45093,18-02-2020,20-12-2020,Bachelors,58604.248894256445,4,502.9354043076547,125.73385107691368,Electronics,4,No,1107,0.2001766705653536,None,False
CUST_000589,Judy,  Brown ,judy.brown@example.com,63,null,MI,29342,07/20/2020,24-10-2020,Bachelors,,8,158.31609310727907,19.789511638409884,Clothing,3,,1164,0.7625952608033376,None,False
CUST_004519,JUDY,Taylor,judy.taylor@example.com,26,Female,PA,44152,12/26/2020,2021-12-09,High School,NA,2,71.53571187772731,35.767855938863654,Toys,4,No,753,0.238139195789697,,False
CUST_005291,charlie,Johnson,charlie.johnson@example.com,28,Male,GA,27603,12/26/2020,04-04-2021,High School,39778.337534389386,4,377.422169732001,94.35554243300025,Electronics,4,No,1002,0.6988002676301469,Will buy again,False
CUST_005015,John,  Smith ,john.smith@example.com,53,Male,NC,99803,04/09/2020,06-03-2021,Bachelors,74338.83846404101,11,635.7614329552848,57.79649390502589,Clothing,None,Yes,1031,0.018565191011087112,Great service,True
CUST_004661,  Mallory ,SMITH,mallory.smith@example.com,56,Female,FL,96832,05/05/2022,05/06/2022,Bachelors,70346.5035031882,3,150.54215340200838,50.18071780066946,Beauty,3,No,605,0.9009888171132431,null,True
CUST_004520,VICTOR,wilson,victor.wilson@example.com,35,Female,NY,86751,28-09-2020,01-09-2021,Bachelors,58184.53948354987,2,81.82187555471042,40.91093777735521,Clothing,4,-,852,0.43693654744574406,Never arrived,True
CUST_007307,Mallory,JACKSON,mallory.jackson@example.com,18,Female,CA,69558,02/07/2021,15-10-2021,Bachelors,,3,67.88041672874441,22.626805576248135,Sports,5,Yes,808,0.8903817188294513,NA,False
CUST_000608,frank,jackson,frank.jackson@example.com,35,Female,MI,88047,10-07-2021,11-11-2021,Bachelors,56280.091817743225,1,30.7020044677394,30.7020044677394,Beauty,3,Yes,781,0.6188077875957086,Never arrived,False
CUST_008552,JANE,  Davis ,jane.davis@example.com,48,Other,IL,74512,10-08-2021,20-09-2021,Bachelors,62236.725706493526,2,261.1285525121083,130.56427625605414,Electronics,1,No,833,0.51862583739972,Shipping was late,False
CUST_008856,Bob,BROWN,bob.brown@example.com,45,Male,PA,50392,03/26/2021,01-04-2021,Bachelors,54436.57859224145,5,93.26975012061146,18.65395002412229,Toys,3,No,1005,0.0017808627392345011,None,False
CUST_005407,  Charlie ,  Davis ,charlie.davis@example.com,65,Female,CA,89195,08/27/2022,2023-08-21,High School,25355.46110798886,14,936.7750761646371,66.91250544033122,Sports,4,No,133,0.6930297293680348,Customer support was helpful,False
CUST_009693,GRACE,harris,grace.harris@example.com,39,null,OH,26958,2022-01-16,05/18/2022,Bachelors,72353.69253157172,2,63.370925266178894,31.685462633089447,Beauty,4,No,593,0.39358959179801045,Will buy again,True
CUST_005923,MALLORY,Brown,mallory.brown@example.com,18,Female,None,86928,27-07-2021,2022-07-16,-,NA,1,15.97228296174922,15.97228296174922,Sports,5,No,534,0.6051391109224598,NA,False
CUST_009412,Mallory,BROWN,mallory.brown@example.com,36,Female,CA,40422,2021-02-19,06/09/2021,High School,34135.41834206437,1,85.26252386372371,85.26252386372371,Electronics,1,null,936,0.5794074232488224,,False
CUST_009133,Charlie,  Davis ,charlie.davis@example.com,39,Female,NC,42264,2022-09-22,04-11-2022,Bachelors,76210.80990561288,1,4.7068949226350885,4.7068949226350885,Electronics,5,null,423,0.1639112717383654,Loved the product,False
CUST_002317,  Heidi ,THOMAS,heidi.thomas@example.com,63,Male,NY,66482,08/29/2022,2023-04-27,PhD,90963.47417402026,7,342.58156135187517,48.94022305026788,Beauty,4,No,249,null,Customer support was helpful,False
CUST_007867,PEGGY,  Jones ,peggy.jones@example.com,51,Male,OH,27891,30-07-2020,08/30/2021,Bachelors,77123.22525402099,3,113.15959539095869,37.71986513031956,Home,3,No,854,0.0071414439207359015,,False
CUST_005991,  Heidi ,davis,heidi.davis@example.com,52,Female,NY,55504,2020-06-19,19-03-2021,High School,57291.26336632397,9,287.28956333053526,31.921062592281697,Beauty,,No,1018,0.09339567350720435,Average,False
CUST_001536,Heidi,JACKSON,heidi.jackson@example.com,38,Female,FL,66244,18-11-2020,10-04-2021,Masters,80226.35447822035,1,60.421419038024666,60.421419038024666,Clothing,2,Yes,996,0.3831918462590148,Average,False
CUST_001956,JOHN,Taylor,john.taylor@example.com,200,Female,IL,41531,17-04-2022,08/23/2022,High School,,1,60.23685037907568,60.23685037907568,Electronics,3,No,496,0.23627116965234196,NA,False
CUST_008904,JOHN,Brown,john.brown@example.com,44,Male,OH,56118,12-09-2020,15-09-2021,Bachelors,-,1,55.86418138119201,55.86418138119201,Clothing,4,No,838,0.2848526316936769,Great service,False
CUST_000323,  Bob ,Jones,bob.jones@example.com,62,null,MI,34356,09/22/2021,18-10-2022,High School,N/A,8,393.3356998070162,49.16696247587703,Home,4,No,440,0.2815423796910248,-,False
CUST_009066,JANE,williams,jane.williams@example.com,28,NA,TX,44131,27-06-2021,2021-11-23,Bachelors,74223.27332121931,1,16.1960650714386,16.1960650714386,Toys,3,Yes,769,0.21180748983905584,-,False
CUST_001143,frank,Harris,frank.harris@example.com,21,Male,OH,69890,2020-08-31,01/22/2021,Masters,,3,66.80481616992033,22.26827205664011,Electronics,5,No,1074,0.6216578627535103,Customer support was helpful,False
CUST_005156,Alice,Moore,alice.moore@example.com,27,Female,NC,19600,03-07-2020,2020-11-07,Bachelors,None,1,29.943762384977024,29.943762384977024,Toys,3,Yes,1150,0.03006146333230819,N/A,True
CUST_000868,Diana,Brown,diana.brown@example.com,45,-,PA,48829,11/13/2021,2022-10-13,Bachelors,86015.45942076729,6,114.99107824635783,19.165179707726306,Sports,3,No,445,0.28354138944859386,NA,False
CUST_003484,  Mallory ,MILLER,mallory.miller@example.com,48,Male,CA,70089,04-10-2021,20-08-2022,Bachelors,70967.05084648765,3,178.87154205192942,59.62384735064314,Beauty,4,No,499,0.9894666210911197,Terrible experience,True
CUST_009514,  Victor ,WILSON,victor.wilson@example.com,21,Male,NC,72084,2020-09-06,05-03-2021,Bachelors,N/A,4,89.53244385801244,22.38311096450311,Clothing,2,Yes,1032,0.14705680821771305,Will buy again,False
CUST_001411,judy,  Taylor ,judy.taylor@example.com,42,Male,CA,27275,01/21/2022,07-01-2023,High School,48959.10530951797,7,33.12470928540304,4.732101326486149,Electronics,5,No,359,0.7833206226547458,Average,False
CUST_006802,DIANA,Williams,diana.williams@example.com,44,Female,NY,27245,04/02/2022,2022-10-13,Bachelors,65763.50133184923,1,78.09887830889798,78.09887830889798,Clothing,5,No,445,0.42292242439793015,Great service,False
CUST_007178,  Frank ,Johnson,frank.johnson@example.com,41,N/A,TX,30843,09-06-2022,12-06-2023,High School,21758.176607098772,10,99.41426728714198,9.941426728714198,Sports,4,NA,203,0.2178607950096324,Average,False
CUST_008819,Victor,Taylor,victor.taylor@example.com,27,Female,,75070,03/13/2022,2023-04-03,Masters,104539.81130681389,1,178.8677063174479,178.8677063174479,Home,5,No,273,0.9697986909327642,Okay,False
CUST_002555,grace,JOHNSON,grace.johnson@example.com,32,Male,FL,53343,05/12/2021,16-08-2021,Bachelors,57741.70618821158,3,31.68928176711352,10.563093922371174,Clothing,4,No,868,0.6676598640794601,Customer support was helpful,False
CUST_009656,Jane,Harris,jane.harris@example.com,27,Female,OH,57352,02/23/2022,03/27/2022,High School,33701.91436852829,2,80.71035197889597,40.355175989447986,Electronics,4,No,645,0.3491235685689078,Average,True
CUST_009968,SYBIL,  White ,null,36,Male,NY,64154,2022-07-02,03/26/2023,Bachelors,40563.09335240658,1,12.935245655928798,45599.5069424762,Clothing,5,No,281,0.779465423731893,Never arrived,False
CUST_001199,ALICE,Davis,alice.davis@example.com,54,Male,OH,89887,07/16/2020,08/15/2021,Bachelors,69045.94290631192,2,93.97279924734259,46.986399623671296,Clothing,5,Yes,869,0.23997996200626004,Average,True
CUST_008827,alice,Miller,NA,32,Male,NC,61111,11-06-2022,04/27/2023,Bachelors,64253.46931444856,11,266.90640292031105,24.264218447301005,Toys,5,Yes,249,0.6603611563276073,Terrible experience,False
CUST_006594,John,White,john.white@example.com,53,Female,GA,29884,02/07/2020,07-12-2020,Bachelors,69885.89771896711,2,124.56334105924051,62.28167052962026,Clothing,4,No,1120,0.3994656563321307,Loved the product,False
CUST_009631,Heidi,DAVIS,heidi.davis@example.com,27,mal,CA,69394,09/04/2021,01/18/2022,Bachelors,48048.3849585126,1,35.314568444824786,35.314568444824786,null,5,No,713,0.26753576408531043,Average,False
CUST_000725,john,Smith,john.smith@example.com,18,Female,NC,41266,08/06/2021,02/03/2022,Bachelors,NA,12,586.9224741698788,48.91020618082323,Clothing,3,No,697,0.9253941722397626,,False
CUST_008013,Bob,WHITE,bob.white@example.com,36,Female,NY,98907,08/04/2021,2022-03-03,Masters,62983.26943015502,5,529.775331025763,105.95506620515259,Toys,N/A,Yes,669,0.5990467692623219,Shipping was late,False
CUST_005450,ivan,Thomas,ivan.thomas@example.com,21,Female,IL,85008,08-05-2020,16-06-2020,High School,N/A,10,486.69482164061156,48.66948216406116,Toys,3,No,1294,0.6845508569059713,,True
CUST_006125,Judy,  Davis ,judy.davis@example.com,39,Female,OH,43202,2020-08-25,18-08-2021,Bachelors,59117.911855448954,13,1694.1121209104106,130.3163169931085,Sports,4,No,866,0.1269245258813677,Shipping was late,False
CUST_002537,peggy,Anderson,peggy.anderson@example.com,63,Male,NC,11214,27-05-2021,2022-06-05,PhD,113399.55789851212,2,22.487076901190388,11.243538450595194,Home,4,Yes,575,0.8624715501306353,Average,False
CUST_003598,alice,Williams,alice.williams@example.com,55,Female,TX,66280,2020-03-28,27-07-2020,High School,NA,8,173.98300837596247,21.74787604699531,Home,4,No,1253,0.967632558286363,Shipping was late,False
CUST_001745,victor,White,victor.white@example.com,21,Female,CA,75715,24-01-2022,12/28/2022,Bachelors,N/A,2,35.30980082964632,17.65490041482316,Sports,5,No,369,0.3793604508644427,Loved the product,False
CUST_006535,PEGGY,Jackson,peggy.jackson@example.com,55,,OH,90997,02/07/2021,22-07-2021,High School,59100.61210418538,2,13.988317221035993,6.994158610517997,Electronics,2,No,893,0.02999731019504881,None,False
CUST_001281,Heidi,MOORE,heidi.moore@example.com,25,Male,FL,27322,10/17/2020,2020-12-31,High School,44245.05588762493,4,71.01668998660347,17.754172496650867,Electronics,4,No,1096,0.5074330730218628,Great service,True
CUST_007702,Judy,Wilson,judy.wilson@example.com,200,Female,NY,38910,07-02-2022,2022-03-21,PhD,,3,67.19074295027318,22.396914316757723,Beauty,5,No,651,0.5400735010995944,Never arrived,True
CUST_003491,IVAN,HARRIS,ivan.harris@example.com,30,Female,-,38551,2022-06-10,2022-07-22,Bachelors,90561.26433687573,2,57.92880344666103,28.964401723330514,Electronics,3,No,528,0.4951667174898512,Loved the product,False
CUST_001818,peggy,  Anderson ,peggy.anderson@example.com,40,Female,NC,38074,04/27/2022,27-12-2022,Masters,102687.47194648536,2,52.0177864970342,26.0088932485171,Clothing,5,,370,0.2781245881666229,Customer support was helpful,False
CUST_003188,bob,HARRIS,bob.harris@example.com,38,Male,MI,68860,07/25/2021,22-04-2022,Bachelors,75063.76714156885,1,14.580900812987839,14.580900812987839,Clothing,2,No,619,0.9535549371871239,Okay,False
CUST_003953,  Heidi ,Harris,,19,Male,FL,75390,04/11/2020,2020-05-05,null,null,2,144.0168639965587,72.00843199827935,Electronics,5,Yes,1336,-,Will buy again,False
CUST_009659,Charlie,Wilson,charlie.wilson@example.com,49,Female,CA,29209,2021-08-23,2021-11-23,High School,34324.31866518137,7,122.03396449593752,17.433423499419646,Clothing,N/A,No,769,0.7723498453651219,-,True
CUST_008236,diana,smith,diana.smith@example.com,59,Male,GA,74302,10/17/2020,2021-10-28,High School,12454.33319018899,4,100.31881031083283,25.079702577708208,Electronics,5,Yes,795,0.47157557852175847,Will buy again,False
CUST_000898,JUDY,Williams,judy.williams@example.com,46,Female,FL,62521,01/28/2020,2020-07-12,High School,53324.0681754255,3,68.59882673307231,22.86627557769077,Beauty,3,No,1268,0.9314015501595837,N/A,False
CUST_006296,jane,Jones,jane.jones@example.com,37,Male,GA,96098,09/04/2021,2021-11-12,High School,45401.128988163575,3,74.96696548355251,24.988988494517503,Home,,No,780,0.7455863520914708,,False
CUST_004824,jane,jones,null,59,Female,PA,20332,2022-05-29,04/12/2023,Bachelors,70623.01363616146,5,270.7339629366507,54.14679258733014,Beauty,NA,No,264,0.5083202908908263,Okay,False
CUST_005791,Grace,Jones,grace.jones@example.com,25,Female,,70302,12/24/2020,28-11-2021,High School,31692.50465052241,15,1678.6156695571067,111.90771130380712,Sports,3,No,764,0.3968072472334203,NA,False
CUST_003137,  Bob ,Jones,bob.jones@example.com,32,Female,NC,53874,29-01-2021,20-06-2021,Bachelors,86166.30967260496,8,438.5957532684868,54.82446915856085,Clothing,4,,925,0.05156917349222656,Average,False
CUST_008068,Grace,taylor,grace.taylor@example.com,44,Male,NC,79489,10/25/2021,05/31/2022,High School,53376.56493409414,2,20.237952543783567,10.118976271891784,Home,null,No,580,0.09436888843346702,null,False
CUST_007106,Heidi,davis,heidi.davis@example.com,49,Female,CA,21287,12/29/2020,31-05-2021,High School,58264.34762625157,6,193.53910961627068,32.25651826937845,Sports,3,No,945,0.9356457872645639,,False
CUST_004905,EVE,BROWN,eve.brown@example.com,44,,NC,69950,30-12-2021,05/23/2022,High School,38328.03514677126,1,34.35124928344024,34.35124928344024,null,3,null,588,0.7582440014319815,None,False
CUST_006029,JOHN,THOMAS,john.thomas@example.com,41,Female,GA,31400,07-10-2021,08-10-2022,Bachelors,64191.68858683505,2,283.29223421457107,141.64611710728553,Sports,5,No,450,0.4053000926022884,Never arrived,False
CUST_009567,EVE,ANDERSON,eve.anderson@example.com,18,Male,GA,49888,08/15/2021,12/31/2021,Bachelors,-,14,446.61058129545245,31.900755806818033,Clothing,3,No,731,0.4292617995740746,N/A,False
CUST_001532,jane,miller,jane.miller@example.com,27,Male,FL,25058,14-01-2021,10-03-2021,High School,47235.66878959394,2,122.28000285318649,61.140001426593244,Home,5,No,1027,0.33025454338148186,Average,False
CUST_006471,  Alice ,Taylor,alice.taylor@example.com,39,Female,NY,24749,2022-06-01,18-06-2022,High School,15005.029406329493,1,130.32852474589814,130.32852474589814,Home,4,No,562,0.1989798142535869,Average,True
CUST_009221,Alice,Harris,alice.harris@example.com,49,Male,TX,66899,18-08-2020,24-07-2021,High School,49785.78999336619,3,59.711593454899145,19.90386448496638,Electronics,2,No,891,0.7965452373547957,Okay,False
CUST_000307,JUDY,Brown,judy.brown@example.com,18,Female,GA,38534,03/11/2020,2020-05-30,Masters,N/A,6,109.51592614734386,18.252654357890645,Beauty,4,No,1311,0.9784720852724618,Terrible experience,False
CUST_004537,Bob,jones,bob.jones@example.com,47,N/A,CA,79446,2021-01-13,02/12/2022,High School,,1,12.649886520639539,12.649886520639539,Home,4,No,688,0.22279508060488173,NA,False
CUST_008039,  Eve ,  Davis ,eve.davis@example.com,49,Male,NY,12974,31-05-2020,05/25/2021,Bachelors,41220.94881781056,3,240.75933226584522,80.25311075528174,Beauty,4,Yes,951,0.903591504898686,Will buy again,False
CUST_009406,Grace,jackson,grace.jackson@example.com,26,Male,GA,31146,11/09/2020,02/23/2021,High School,36715.43910348205,8,263.82411750527086,32.97801468815886,Home,None,No,1042,0.06548646731366314,NA,False
CUST_004129,SYBIL,HARRIS,sybil.harris@example.com,21,Female,PA,95323,18-07-2021,2021-08-16,High School,null,2,24.791173762178545,12.395586881089272,Electronics,3,Yes,868,0.7402544474811245,N/A,False
CUST_009253,grace,Williams,grace.williams@example.com,41,Female,TX,48729,2021-10-17,2022-05-04,High School,33806.35986481975,2,78.20576621440401,39.102883107202004,N/A,2,No,607,0.0012854984836220273,Great service,False
CUST_006110,  Diana ,Anderson,diana.anderson@example.com,48,Male,OH,22315,21-10-2020,2021-02-14,High School,58839.004476753486,1,17.515939516236827,17.515939516236827,Clothing,2,No,1051,0.13272645783347936,,True
CUST_002218,john,  Miller ,None,49,,IL,96341,11-04-2020,06/25/2020,Bachelors,97332.04471942452,7,381.8149614320587,54.544994490294094,Beauty,4,No,1285,0.7421512335042446,,False
CUST_000089,  Bob ,Moore,bob.moore@example.com,68,Female,NY,59735,04-05-2020,2020-06-16,High School,N/A,5,59.025807065999075,11.805161413199816,Clothing,5,Yes,1294,0.14882635119977228,Average,False
